Order ID,Date,Category,Qty,Amount
406-6386989-1689108,2022-04-30,Set,1,888
408-6428766-2839536,2022-04-30,kurta,1,487
406-6586654-6641140,2022-04-30,kurta,1,487
407-2882576-2777135,2022-04-30,Set,1,1233
403-2256919-4846738,2022-04-30,Western Dress,1,825
402-4646784-8411501,2022-04-30,kurta,1,471
405-2788163-4515521,2022-04-30,kurta,1,342
402-5302912-6805151,2022-04-30,Western Dress,1,725
408-5540360-9479519,2022-04-30,Set,1,759
407-8580022-5578715,2022-04-30,Western Dress,1,744
408-7712483-3825907,2022-04-30,kurta,1,459
402-3660716-8589107,2022-04-30,kurta,1,471
406-9941718-1734719,2022-04-30,kurta,1,544
407-7642883-3094732,2022-04-30,Western Dress,1,885
405-9442254-2207515,2022-04-30,kurta,1,505
406-4970885-3273941,2022-04-30,kurta,1,666
406-2942566-8263534,2022-04-30,kurta,1,399
406-7501816-7391539,2022-04-30,kurta,1,432
406-3702147-1800341,2022-04-30,Western Dress,1,725
402-0251823-0845133,2022-04-30,kurta,1,353
407-3562449-1962729,2022-04-30,kurta,1,568
404-1051549-5381167,2022-04-30,kurta,1,399
171-7068385-2777168,2022-04-30,Set,1,631
408-5824761-8505932,2022-04-30,kurta,1,399
404-6096382-3389133,2022-04-30,Blouse,1,329
404-6734371-2217151,2022-04-30,kurta,1,549
408-6497115-2636366,2022-04-30,Set,1,599
171-7904830-1900363,2022-04-30,kurta,1,533
406-0361691-7797129,2022-04-30,kurta,1,362
405-2266530-9531500,2022-04-30,Set,1,563
405-5489495-6651552,2022-04-30,Set,1,549
406-2138801-8731538,2022-04-30,kurta,1,319
405-5365766-8023559,2022-04-30,Top,1,463
403-3362230-0094739,2022-04-30,kurta,1,471
402-3889665-2309117,2022-04-30,Top,1,625
405-2826187-6916328,2022-04-30,Top,1,518
402-1220435-6391519,2022-04-30,kurta,1,364
402-5917367-0340362,2022-04-30,Western Dress,1,825
403-6658095-6765934,2022-04-30,kurta,1,568
407-8925293-2306747,2022-04-30,Set,1,1099
404-2222453-6739538,2022-04-30,Set,1,696
402-9211704-8331565,2022-04-30,kurta,1,499
403-3917470-4280308,2022-04-30,kurta,1,487
403-3917470-4280308,2022-04-30,kurta,1,363
404-1435490-1121140,2022-04-30,kurta,1,562
406-7722012-4093964,2022-04-30,kurta,1,1249
405-9201316-2870743,2022-04-30,Top,1,518
408-7966317-7457928,2022-04-30,Set,1,759
171-5702903-4981901,2022-04-30,Set,1,888
405-3523941-5355524,2022-04-30,kurta,1,487
405-3523941-5355524,2022-04-30,Set,1,597
403-5082537-8368348,2022-04-30,kurta,1,363
171-5594281-0212357,2022-04-30,Set,1,788
407-2944929-6438702,2022-04-30,Set,1,662
171-2754000-1881907,2022-04-30,kurta,1,316
408-9898972-5365901,2022-04-30,Set,1,1099
405-7732656-4733913,2022-04-30,kurta,1,362
405-7732656-4733913,2022-04-30,kurta,1,342
405-7732656-4733913,2022-04-30,kurta,1,363
408-3810333-4165930,2022-04-30,kurta,1,329
402-6454286-3321909,2022-04-30,kurta,1,399
404-5546156-4947565,2022-04-30,kurta,1,471
402-0069978-7444377,2022-04-30,kurta,1,399
405-3921640-0927553,2022-04-30,Set,1,666
171-0211853-1251554,2022-04-30,Set,1,1173
404-3699924-2837921,2022-04-30,kurta,1,459
403-8306900-1833930,2022-04-30,kurta,1,692
403-1632972-2861963,2022-04-30,kurta,1,363
406-3236326-4964331,2022-04-30,kurta,1,666
402-7682157-9147503,2022-04-30,Set,1,696
408-8569813-9288333,2022-04-30,Set,1,1199
402-1704468-7240327,2022-04-30,kurta,1,568
408-5238024-3207538,2022-04-30,Set,1,680
407-0828621-5564309,2022-04-30,kurta,1,399
405-3441275-4039543,2022-04-30,Western Dress,1,725
405-3441275-4039543,2022-04-30,kurta,1,295
402-4804971-8591532,2022-04-30,kurta,1,499
402-4804971-8591532,2022-04-30,Top,1,518
405-6836135-6312327,2022-04-30,Western Dress,1,413
403-9835374-1565102,2022-04-30,Set,1,1186
408-9408562-5254749,2022-04-30,Set,1,1099
171-3255381-0489121,2022-04-30,kurta,1,534
407-6114533-2816312,2022-04-30,kurta,1,280
404-6763777-8680366,2022-04-30,kurta,1,475
407-3644990-7729144,2022-04-30,Western Dress,1,744
406-7221225-8921144,2022-04-30,Set,1,626
171-2789156-5817163,2022-04-30,kurta,1,449
408-9259634-7565152,2022-04-30,Top,1,391
171-2120512-6643534,2022-04-30,kurta,1,399
402-6159360-3192305,2022-04-30,kurta,1,249
406-4919920-0965963,2022-04-30,Set,1,1099
404-4599488-8213952,2022-04-30,kurta,1,474
171-2550230-3805124,2022-04-30,Top,1,413
402-5852450-2129941,2022-04-30,kurta,1,495
405-3054995-4312360,2022-04-30,kurta,1,459
406-1981446-7471514,2022-04-30,Set,1,1238
402-7078622-5609155,2022-04-30,Set,1,1432
408-7206307-2384358,2022-04-30,Western Dress,1,725
402-7081372-1053905,2022-04-30,kurta,1,499
402-7081372-1053905,2022-04-30,kurta,1,499
403-8342497-0727510,2022-04-30,Ethnic Dress,1,783
407-3205298-5473103,2022-04-30,Set,1,653
402-2375582-5673132,2022-04-30,Set,1,1186
402-7355260-1275513,2022-04-30,kurta,1,362
408-0027611-3047556,2022-04-30,Set,1,1186
408-0027611-3047556,2022-04-30,Set,1,1213
408-0027611-3047556,2022-04-30,Set,1,922
402-9657774-4318743,2022-04-30,kurta,1,685
406-3669070-7817938,2022-04-30,Set,1,788
406-3330230-6797916,2022-04-30,Western Dress,1,791
404-9035115-5697167,2022-04-30,Set,1,696
403-1239945-5591548,2022-04-30,kurta,1,685
171-2558577-3963545,2022-04-30,kurta,1,517
403-2828148-2903504,2022-04-30,Set,1,1092
403-5843515-0197907,2022-04-30,kurta,1,329
171-4531834-4554765,2022-04-30,kurta,1,635
402-7869356-9551565,2022-04-30,kurta,1,487
407-7918584-3321167,2022-04-30,Set,1,582
406-0956140-0012349,2022-04-30,kurta,1,517
405-7844536-8046762,2022-04-30,Top,1,493
406-0691895-0471503,2022-04-30,kurta,1,399
405-1355264-6557110,2022-04-30,Set,1,1221
408-8369778-8012338,2022-04-30,kurta,1,280
404-6334429-8355529,2022-04-30,Set,1,1115
404-2417347-9633938,2022-04-30,kurta,1,499
407-1450322-3656343,2022-04-30,kurta,1,458
403-5897087-6057916,2022-04-30,kurta,1,329
403-6574556-1329104,2022-04-30,kurta,1,399
403-6907642-9162700,2022-04-30,Set,1,759
406-9093405-4105951,2022-04-30,Set,1,613
403-7790316-3965142,2022-04-30,kurta,1,432
171-8197669-4514719,2022-04-30,Western Dress,1,566
171-8197669-4514719,2022-04-30,Western Dress,1,885
404-2251624-2563520,2022-04-30,Set,1,888
402-4809412-0843557,2022-04-30,Set,1,599
405-0010015-4883533,2022-04-30,Set,1,833
407-0481881-2040338,2022-04-30,kurta,1,375
407-8491386-7513905,2022-04-30,kurta,1,549
402-2340256-8452344,2022-04-30,Western Dress,1,771
405-3573479-2335568,2022-04-30,Set,1,759
407-6622658-9113933,2022-04-30,Set,1,1199
404-6841683-9125139,2022-04-30,Western Dress,1,885
171-5977193-3394716,2022-04-30,kurta,1,316
405-3848499-2762701,2022-04-30,Set,1,751
171-2995842-6829951,2022-04-30,Set,1,824
407-2189275-1036325,2022-04-30,Top,1,599
407-2189275-1036325,2022-04-30,Top,1,523
407-2189275-1036325,2022-04-30,Top,1,625
405-0583775-1791522,2022-04-30,kurta,1,487
405-4593905-2637118,2022-04-30,Set,1,715
407-8320605-9204320,2022-04-30,kurta,1,725
171-9701484-5977115,2022-04-30,Set,1,792
406-5613958-6840356,2022-04-30,Set,1,1213
402-6318341-1729152,2022-04-30,Set,1,545
402-3150075-8477926,2022-04-30,Set,1,560
402-8752065-8055526,2022-04-30,kurta,1,329
405-2241700-0331512,2022-04-30,kurta,1,318
406-0045493-6274778,2022-04-30,Set,1,825
402-9576812-8867528,2022-04-30,Set,1,1556
405-4849949-2177966,2022-04-30,kurta,1,249
407-3282858-0913944,2022-04-30,Set,1,613
404-0449932-9629954,2022-04-30,kurta,1,599
402-1401315-3619554,2022-04-30,kurta,1,487
402-1401315-3619554,2022-04-30,Set,1,449
406-8995271-5258726,2022-04-30,kurta,1,725
407-6618627-2735569,2022-04-30,Set,1,582
407-6618627-2735569,2022-04-30,Set,1,582
405-5500801-0525925,2022-04-30,Western Dress,1,519
171-5430213-1149123,2022-04-30,kurta,1,446
408-1625494-4314764,2022-04-30,Set,1,1115
406-2621182-9937108,2022-04-30,Set,1,626
407-6756181-8208303,2022-04-30,kurta,1,399
406-3606209-0480305,2022-04-30,kurta,1,725
171-9737328-9068339,2022-04-30,Set,1,881
406-5635751-7814744,2022-04-30,kurta,1,635
405-8000234-4237120,2022-04-30,kurta,1,477
404-2194126-7585156,2022-04-30,Set,1,1115
408-6590726-6670722,2022-04-30,Set,1,597
171-2455701-0960350,2022-04-30,Set,1,597
404-6182045-6773137,2022-04-30,Western Dress,1,869
406-9684593-1409145,2022-04-30,Set,1,548
403-5898805-1425935,2022-04-30,kurta,1,295
407-5818545-8129135,2022-04-30,Set,1,1432
405-0890112-1339513,2022-04-30,Western Dress,1,488
406-7355996-4809118,2022-04-30,Set,1,888
406-6182057-8958767,2022-04-29,Western Dress,1,725
408-5558170-0080344,2022-04-29,kurta,1,363
406-9770854-6341932,2022-04-29,Set,1,1186
403-6389579-5134733,2022-04-29,Set,1,1126
407-6495811-4753108,2022-04-29,Western Dress,1,413
405-3993118-8151554,2022-04-29,kurta,1,725
171-4028625-9042722,2022-04-29,Western Dress,1,566
405-6955975-9279523,2022-04-29,Top,1,413
406-5651256-4804346,2022-04-29,kurta,1,259
405-6220605-3735564,2022-04-29,kurta,1,329
403-2464746-2140361,2022-04-29,Set,1,1149
404-8275879-8967507,2022-04-29,Top,1,413
405-6458874-9383538,2022-04-29,Western Dress,1,899
405-6458874-9383538,2022-04-29,Western Dress,1,859
408-4091370-4293113,2022-04-29,Set,1,771
408-5740418-3927504,2022-04-29,Top,1,545
171-6176410-6487513,2022-04-29,Set,1,1338
171-4519721-7419566,2022-04-29,Set,1,816
404-9229707-7774702,2022-04-29,Set,1,969
408-8440354-5115563,2022-04-29,Western Dress,1,725
404-6352464-1438740,2022-04-29,kurta,1,399
404-5117026-5321945,2022-04-29,Western Dress,1,859
407-7191081-6605109,2022-04-29,Western Dress,1,744
402-8121209-0495550,2022-04-29,Set,1,1299
171-4406703-3156313,2022-04-29,kurta,1,499
407-7701270-2757116,2022-04-29,kurta,1,259
406-2063526-4681166,2022-04-29,kurta,1,295
404-0491884-0382749,2022-04-29,kurta,1,666
407-9040108-6689964,2022-04-29,kurta,1,458
408-7843376-7307514,2022-04-29,Set,1,626
407-1233874-0563510,2022-04-29,kurta,1,459
171-7890160-8852316,2022-04-29,kurta,1,511
171-1910092-3713144,2022-04-29,Set,1,631
171-1910092-3713144,2022-04-29,Set,1,612
406-4796841-5342705,2022-04-29,Top,1,413
404-6639541-3079523,2022-04-29,Set,1,759
407-4937872-6083528,2022-04-29,Western Dress,1,690
405-0532803-0120331,2022-04-29,Western Dress,1,443
405-6118267-4453135,2022-04-29,Set,1,939
407-1541788-2812307,2022-04-29,kurta,1,471
404-8567504-6541947,2022-04-29,kurta,1,368
404-8567504-6541947,2022-04-29,kurta,1,477
408-2830412-5001168,2022-04-29,kurta,1,499
402-4292542-1090729,2022-04-29,Western Dress,1,690
408-0142626-6733164,2022-04-29,Set,1,1281
407-6122000-3730745,2022-04-29,Ethnic Dress,1,637
171-9399405-5882717,2022-04-29,kurta,1,517
405-9153899-6361938,2022-04-29,Set,1,548
171-0006482-2020369,2022-04-29,kurta,1,368
403-5754463-8115536,2022-04-29,kurta,1,474
407-2296767-2362704,2022-04-29,kurta,1,459
407-7616127-7811558,2022-04-29,Set,1,817
408-3787326-0340363,2022-04-29,kurta,1,342
405-1228188-5297938,2022-04-29,Set,1,499
403-4613170-0301124,2022-04-29,kurta,1,399
407-6547633-6630756,2022-04-29,Top,1,588
404-4264985-1077926,2022-04-29,Top,1,1099
405-6895105-7613137,2022-04-29,kurta,1,771
403-0061579-9272319,2022-04-29,kurta,1,299
403-5947655-7277166,2022-04-29,Set,1,916
171-6613656-4245918,2022-04-29,Set,1,1369
402-7165661-7521950,2022-04-29,kurta,1,399
407-7973575-0154729,2022-04-29,kurta,1,459
171-7059341-6105923,2022-04-29,Top,1,540
405-5920313-7117140,2022-04-29,kurta,1,353
402-1836552-8085957,2022-04-29,Set,1,636
404-1779944-8102705,2022-04-29,kurta,1,286
404-1779944-8102705,2022-04-29,kurta,1,399
404-1779944-8102705,2022-04-29,kurta,1,353
404-2445799-8153131,2022-04-29,Set,1,852
408-5229747-9249144,2022-04-29,Set,1,631
171-1909591-0944310,2022-04-29,Top,1,518
171-5975931-2581955,2022-04-29,kurta,1,316
171-6071448-5965141,2022-04-29,Set,1,856
404-7073303-1911528,2022-04-29,Top,1,359
406-2488091-1490762,2022-04-29,kurta,1,1249
171-5782777-6979568,2022-04-29,kurta,1,342
402-4383938-3924329,2022-04-29,kurta,1,474
171-2287457-6688311,2022-04-29,Set,1,635
171-2287457-6688311,2022-04-29,kurta,1,487
402-0691535-3235515,2022-04-29,kurta,1,362
403-6401336-8201965,2022-04-29,Western Dress,1,885
407-2998129-4973933,2022-04-29,Set,1,696
404-4000695-0797162,2022-04-29,kurta,1,476
402-1291498-0963502,2022-04-29,kurta,1,259
406-5835066-8509123,2022-04-29,kurta,1,316
402-7861807-8550726,2022-04-29,Ethnic Dress,1,999
406-6823620-0893112,2022-04-29,Set,1,586
406-2917556-7266717,2022-04-29,kurta,1,458
402-2180559-5076353,2022-04-29,Top,1,690
404-9235384-4336353,2022-04-29,Western Dress,1,725
406-9551449-0285151,2022-04-29,kurta,1,295
408-6659116-0906718,2022-04-29,Western Dress,1,899
408-1988392-9252313,2022-04-29,Set,1,631
171-1963311-9446720,2022-04-29,kurta,1,316
408-5317065-2842709,2022-04-29,kurta,1,459
408-6003340-0632330,2022-04-29,Set,1,654
408-8404034-6727569,2022-04-29,kurta,1,495
407-6965720-0843551,2022-04-29,kurta,1,517
404-8525115-3493163,2022-04-29,Set,1,1163
406-0843035-6872369,2022-04-29,Set,1,653
171-4848506-9169918,2022-04-29,Set,1,818
408-7664192-2708342,2022-04-29,Top,1,518
404-6495532-6034723,2022-04-29,Bottom,1,360
407-2362284-4507534,2022-04-29,Set,1,1092
406-3632521-5060318,2022-04-29,kurta,1,458
408-4448823-4227532,2022-04-29,kurta,1,368
403-5057919-7279569,2022-04-29,kurta,1,599
408-0983994-1719528,2022-04-29,Set,1,474
403-2334781-1809110,2022-04-29,Western Dress,1,744
403-2334781-1809110,2022-04-29,Western Dress,1,744
403-2334781-1809110,2022-04-29,Western Dress,1,791
402-2710300-6710716,2022-04-29,Top,1,399
402-2710300-6710716,2022-04-29,Top,1,259
402-2710300-6710716,2022-04-29,Top,1,391
403-6673881-9872368,2022-04-29,Set,1,635
402-0630407-8338763,2022-04-29,Set,1,692
408-8650666-8560353,2022-04-29,Set,1,474
403-2105935-0090702,2022-04-29,Set,1,449
404-9270302-7523523,2022-04-29,Top,1,599
407-6159634-3080303,2022-04-29,Ethnic Dress,1,699
405-5586805-1537908,2022-04-29,Set,1,696
404-8504076-8217919,2022-04-29,kurta,1,599
408-4635432-3177965,2022-04-29,kurta,1,458
408-4635432-3177965,2022-04-29,kurta,1,399
171-8863915-6445930,2022-04-29,kurta,1,487
405-2532640-9495525,2022-04-29,Western Dress,1,771
408-6919175-4014737,2022-04-29,Set,1,684
407-2973647-3153939,2022-04-29,Western Dress,1,725
402-9928883-7464330,2022-04-29,kurta,1,280
408-8445227-5237120,2022-04-29,Western Dress,1,807
404-9870920-0576312,2022-04-29,Top,1,599
404-9462174-8728314,2022-04-29,Set,1,835
404-5696872-3444314,2022-04-29,kurta,1,533
402-1664225-8969155,2022-04-29,kurta,1,459
402-1664225-8969155,2022-04-29,kurta,1,283
404-5160980-1137124,2022-04-29,Top,1,518
404-8987122-2033115,2022-04-29,kurta,1,526
407-7672746-4267530,2022-04-29,kurta,1,353
171-7748950-3850713,2022-04-29,Top,1,574
405-4509800-2397918,2022-04-29,Set,1,729
407-2169109-1306713,2022-04-29,kurta,1,579
403-7990423-3476351,2022-04-29,kurta,1,562
405-9931934-2677105,2022-04-29,kurta,1,446
407-7243868-4055529,2022-04-29,kurta,1,399
171-6882879-9738766,2022-04-29,kurta,1,459
171-3898102-8402757,2022-04-29,Set,1,969
407-0530480-0576358,2022-04-29,kurta,1,474
171-8856537-1397959,2022-04-29,kurta,1,517
406-8788101-3033168,2022-04-29,Set,1,666
402-7589486-0562761,2022-04-29,kurta,1,295
403-8499148-5672343,2022-04-29,Set,1,545
407-9987690-4986713,2022-04-29,Set,1,563
403-4186042-2969102,2022-04-29,Western Dress,1,744
405-9251525-2201132,2022-04-29,Set,1,1256
171-2702916-6143522,2022-04-29,Set,1,654
407-7635536-1178755,2022-04-29,Western Dress,1,725
407-0726865-7987533,2022-04-29,Set,1,1099
171-9181746-2770749,2022-04-29,Top,1,299
407-3696018-8049115,2022-04-29,kurta,1,517
408-7914411-0231567,2022-04-29,kurta,1,458
408-3406758-8412300,2022-04-29,kurta,1,486
408-7142634-8209915,2022-04-29,Blouse,1,625
171-3899166-0944306,2022-04-29,Set,1,662
405-6854165-3003543,2022-04-29,Top,1,329
407-7465218-4642715,2022-04-29,Set,1,852
408-8670769-7294713,2022-04-29,Set,1,824
402-9050647-1001948,2022-04-29,kurta,1,442
402-9050647-1001948,2022-04-29,kurta,1,442
407-5789653-5620329,2022-04-29,kurta,1,568
403-7886538-6609948,2022-04-29,Set,1,759
171-4965593-6136320,2022-04-29,kurta,1,534
171-9555351-4961109,2022-04-29,Set,1,1281
403-2642222-2905133,2022-04-29,Set,1,660
171-8343254-2042762,2022-04-29,Bottom,1,518
408-0304814-7806756,2022-04-29,kurta,1,299
408-0304814-7806756,2022-04-29,kurta,1,345
408-0304814-7806756,2022-04-29,kurta,1,368
408-0304814-7806756,2022-04-29,kurta,1,368
408-0304814-7806756,2022-04-29,kurta,1,368
403-3081718-5052365,2022-04-29,kurta,1,458
403-1672810-7875548,2022-04-29,kurta,1,458
406-2782655-2006727,2022-04-29,kurta,1,342
402-4569915-9742711,2022-04-29,kurta,1,329
408-3707474-7973948,2022-04-29,Set,1,597
171-3948959-6421154,2022-04-29,Set,1,1033
403-6113281-3337150,2022-04-29,Western Dress,1,721
407-4569849-0382742,2022-04-29,kurta,1,319
407-4569849-0382742,2022-04-29,kurta,1,549
408-2767388-5777151,2022-04-29,Western Dress,1,771
402-9795536-9129129,2022-04-29,Top,1,574
408-0258173-9179518,2022-04-29,kurta,1,363
404-1106988-6666746,2022-04-29,kurta,1,568
405-5194612-0481955,2022-04-29,kurta,1,432
405-1911136-0410760,2022-04-29,Set,1,759
406-4536313-6390763,2022-04-29,Western Dress,1,744
406-0057063-9484315,2022-04-29,Western Dress,1,690
171-7911311-2466767,2022-04-29,Set,1,995
408-3167600-0543567,2022-04-29,Set,1,1173
408-2445256-0558714,2022-04-29,kurta,1,568
403-0566843-2040329,2022-04-29,Set,1,680
408-3023236-1263553,2022-04-29,kurta,1,499
404-4580833-2024355,2022-04-29,Set,1,449
171-1028074-1107529,2022-04-29,kurta,1,432
404-9369285-1714733,2022-04-29,kurta,1,459
403-8567541-1385124,2022-04-29,kurta,1,299
407-6464371-4721948,2022-04-29,kurta,1,363
407-6464371-4721948,2022-04-29,kurta,1,353
404-9086564-6185934,2022-04-29,Set,1,534
406-3317906-1411501,2022-04-29,Set,1,666
402-9940699-5926750,2022-04-29,kurta,1,342
408-7916864-8557952,2022-04-29,kurta,1,406
171-6463386-7040352,2022-04-29,kurta,1,280
408-6349629-6849931,2022-04-29,Top,1,518
403-2598539-6705919,2022-04-29,Set,1,654
405-9529745-2486767,2022-04-29,Top,1,518
408-3963956-9054738,2022-04-29,Bottom,1,360
405-0857013-6017959,2022-04-29,Set,1,725
406-7177329-9256321,2022-04-29,kurta,1,295
408-5501152-0064344,2022-04-29,Set,1,1163
408-5501152-0064344,2022-04-29,Set,1,563
402-7108767-7365115,2022-04-29,Set,1,696
171-0594005-6259502,2022-04-29,kurta,1,442
402-9275763-3353164,2022-04-29,Set,1,548
403-4947842-9768365,2022-04-29,kurta,1,568
403-0084276-9623557,2022-04-29,kurta,1,363
402-9878967-6551549,2022-04-29,Set,1,1099
171-0600216-6049127,2022-04-29,Set,1,824
406-0275187-8372320,2022-04-29,Set,1,563
406-0275187-8372320,2022-04-29,Set,1,852
408-1217089-2244309,2022-04-29,Set,1,801
171-3491566-9669144,2022-04-29,Ethnic Dress,1,791
405-1225639-2741916,2022-04-29,Set,1,477
402-1126686-2117168,2022-04-29,kurta,1,363
171-1613026-8304303,2022-04-29,kurta,1,353
405-5116033-4464342,2022-04-29,Set,1,548
406-2913349-8710757,2022-04-29,Western Dress,1,791
406-7344016-6445153,2022-04-29,Set,1,1186
405-9610502-5861920,2022-04-29,Set,1,1099
407-9947638-8615546,2022-04-29,kurta,1,568
403-7726259-5563500,2022-04-29,Western Dress,1,859
402-4386195-1801139,2022-04-29,kurta,1,495
408-3905352-1044352,2022-04-29,kurta,1,487
404-5914935-6357943,2022-04-29,Set,1,1149
405-4434560-9831534,2022-04-29,kurta,1,280
171-6431099-7662756,2022-04-29,kurta,1,517
402-8931875-6856333,2022-04-29,Set,1,575
405-6588452-5432363,2022-04-29,Set,1,968
406-5458702-7025966,2022-04-29,kurta,1,487
404-2978061-6981140,2022-04-28,kurta,1,487
404-2978061-6981140,2022-04-28,Set,1,478
406-4730085-5853108,2022-04-28,kurta,1,329
406-7018146-0365938,2022-04-28,Western Dress,1,859
404-9553152-9198744,2022-04-28,Set,1,911
402-7269915-5181158,2022-04-28,Set,1,696
171-4476834-6377911,2022-04-28,Set,1,759
171-4476834-6377911,2022-04-28,Set,1,788
403-4367585-6437918,2022-04-28,Western Dress,1,999
405-5072638-5053100,2022-04-28,kurta,1,499
405-5072638-5053100,2022-04-28,kurta,1,499
404-4178459-5526722,2022-04-28,Set,1,631
404-4178459-5526722,2022-04-28,Set,1,631
406-2495019-0710732,2022-04-28,Set,1,449
405-3060800-7156315,2022-04-28,Set,1,999
403-6038820-1013151,2022-04-28,Western Dress,1,791
404-3119713-3394721,2022-04-28,Set,1,1281
403-4382405-4485115,2022-04-28,Western Dress,1,791
407-1817832-8673134,2022-04-28,Set,1,759
407-8353389-1241964,2022-04-28,Set,1,1281
404-0260335-1002720,2022-04-28,kurta,1,568
405-2256063-1940363,2022-04-28,kurta,1,364
406-0139165-7385137,2022-04-28,Western Dress,1,825
403-0718748-8044318,2022-04-28,kurta,1,771
408-9406034-0237145,2022-04-28,Set,1,995
407-5940694-4157930,2022-04-28,Set,1,666
171-9858043-4405109,2022-04-28,Set,1,696
171-3298139-6227543,2022-04-28,Set,1,612
403-7336195-5877953,2022-04-28,Set,1,654
403-8521833-8168337,2022-04-28,Set,1,635
402-2957518-9575511,2022-04-28,Set,1,635
402-6594458-1659525,2022-04-28,kurta,1,316
403-6883797-3182753,2022-04-28,kurta,1,666
405-7746717-3433122,2022-04-28,Set,1,1099
405-1919559-4711523,2022-04-28,Set,1,1186
407-2085563-2773932,2022-04-28,kurta,1,399
405-3587608-3685961,2022-04-28,kurta,1,329
404-2313510-8753132,2022-04-28,Set,1,631
403-8086324-7503500,2022-04-28,Western Dress,1,791
407-0609945-5169927,2022-04-28,Set,1,599
404-6240949-2553167,2022-04-28,Top,1,751
404-5918512-8733937,2022-04-28,Set,1,599
171-7677156-3597933,2022-04-28,Set,1,751
408-0241704-3949145,2022-04-28,Set,1,563
408-0241704-3949145,2022-04-28,kurta,1,406
171-0066199-7241921,2022-04-28,Set,1,1399
405-2954233-0885114,2022-04-28,Set,1,641
405-6568450-2416345,2022-04-28,Set,1,1099
406-3415156-5607512,2022-04-28,Set,1,545
407-8994270-8534716,2022-04-28,Set,1,662
402-0366829-0294724,2022-04-28,kurta,1,459
405-2246990-0777940,2022-04-28,Set,1,626
404-6201740-2557903,2022-04-28,Western Dress,1,690
403-9794267-8419524,2022-04-28,Top,1,487
404-9262046-4015505,2022-04-28,kurta,1,474
405-7757387-2727568,2022-04-28,Top,1,599
402-0538923-6372339,2022-04-28,kurta,1,486
402-0538923-6372339,2022-04-28,kurta,1,487
405-5875412-0371502,2022-04-28,kurta,1,487
406-8759190-9888301,2022-04-28,kurta,1,939
408-5366719-3457923,2022-04-28,Set,1,759
405-8743710-6986704,2022-04-28,Top,1,329
405-8887440-7610736,2022-04-28,kurta,1,495
404-7596856-4814759,2022-04-28,Set,1,1033
408-1927059-6186704,2022-04-28,kurta,1,459
404-4293978-7097134,2022-04-28,Western Dress,1,725
402-6621113-0775551,2022-04-28,Top,1,432
407-9865127-3950716,2022-04-28,Set,1,563
403-7096325-0826727,2022-04-28,kurta,1,399
408-2772769-9582737,2022-04-28,Set,1,788
171-9772223-7459553,2022-04-28,kurta,1,362
171-7222088-7624324,2022-04-28,Set,1,635
408-0024573-2687504,2022-04-28,kurta,1,517
171-3265986-7781924,2022-04-28,Set,1,856
